msl_trend,latbin,lonbin
3.0535612,-58.0,130.0
3.4973164,-58.0,131.0
4.4155545,-58.0,132.0
4.081366,-58.0,133.0
3.8680513,-58.0,134.0
4.005885,-58.0,135.0
3.748735,-58.0,136.0
3.1595273,-58.0,137.0
3.1036274,-58.0,138.0
3.6051416,-58.0,139.0
3.1881132,-58.0,140.0
2.4863122,-58.0,141.0
1.996752,-58.0,142.0
0.8185209,-58.0,143.0
0.3386297,-58.0,144.0
1.0350116,-58.0,145.0
1.465052,-58.0,146.0
1.4263334,-58.0,147.0
1.86513,-58.0,148.0
2.1990905,-58.0,149.0
2.7262902,-58.0,150.0
3.9381816,-58.0,151.0
3.9503126,-58.0,152.0
3.214326,-58.0,153.0
2.8751361,-58.0,154.0
3.5718575,-58.0,155.0
3.8206105,-58.0,156.0
2.739898,-58.0,157.0
1.8146393,-58.0,158.0
1.7418754,-58.0,159.0
3.5914533,-58.0,160.0
3.773863,-58.0,161.0
4.473673,-58.0,162.0
4.2510657,-58.0,163.0
4.37714,-58.0,164.0
7.0307503,-58.0,165.0
7.7766514,-58.0,166.0
6.615921,-58.0,167.0
5.8812056,-58.0,168.0
6.999989,-58.0,169.0
6.23786,-58.0,170.0
4.3637867,-58.0,171.0
2.6789184,-58.0,172.0
2.9912612,-58.0,173.0
3.108248,-58.0,174.0
4.104025,-58.0,175.0
4.935702,-58.0,176.0
4.2666206,-58.0,177.0
3.859371,-58.0,178.0
3.9502888,-58.0,179.0
2.628984,-57.0,-180.0
1.4308763,-57.0,-179.0
0.2548622,-57.0,-178.0
1.8638549,-57.0,-177.0
3.8475273,-57.0,-176.0
4.4513607,-57.0,-175.0
4.6799874,-57.0,-174.0
3.009098,-57.0,-173.0
0.6027913,-57.0,-172.0
1.4680443,-57.0,-171.0
2.9858015,-57.0,-170.0
1.9857761,-57.0,-169.0
0.51785576,-57.0,-168.0
-0.25384364,-57.0,-167.0
0.75613856,-57.0,-166.0
2.2554877,-57.0,-165.0
1.8753567,-57.0,-164.0
0.44217122,-57.0,-163.0
-0.87823164,-57.0,-162.0
-0.70032126,-57.0,-161.0
-0.7857772,-57.0,-160.0
-1.1359409,-57.0,-159.0
-1.9968216,-57.0,-158.0
-3.0215268,-57.0,-157.0
-2.535391,-57.0,-156.0
-2.1844997,-57.0,-155.0
-1.5540898,-57.0,-154.0
-0.4481633,-57.0,-153.0
-0.37754706,-57.0,-152.0
-0.116534635,-57.0,-151.0
-0.86205864,-57.0,-150.0
-1.5027925,-57.0,-149.0
-0.6732457,-57.0,-148.0
0.6996611,-57.0,-147.0
0.8376534,-57.0,-146.0
-0.32986668,-57.0,-145.0
-0.8502104,-57.0,-144.0
-0.81988794,-57.0,-143.0
-0.97412986,-57.0,-142.0
-0.48886886,-57.0,-141.0
-0.24622016,-57.0,-140.0
-0.4967554,-57.0,-139.0
-0.14873318,-57.0,-138.0
0.42838928,-57.0,-137.0
-0.23236886,-57.0,-136.0
-1.50468,-57.0,-135.0
-0.7209384,-57.0,-134.0
-0.35565186,-57.0,-133.0
-1.4298165,-57.0,-132.0
-1.8932257,-57.0,-131.0
-1.5183527,-57.0,-130.0
-0.8912027,-57.0,-129.0
-2.1828694,-57.0,-128.0
-2.8672945,-57.0,-127.0
-2.9137743,-57.0,-126.0
-1.5684713,-57.0,-125.0
-1.5029238,-57.0,-124.0
-1.2190905,-57.0,-123.0
-1.1720908,-57.0,-122.0
-0.41879833,-57.0,-121.0
1.1781365,-57.0,-120.0
1.4004657,-57.0,-119.0
1.8530209,-57.0,-118.0
1.7002846,-57.0,-117.0
0.43994224,-57.0,-116.0
-0.8083804,-57.0,-115.0
-0.3059024,-57.0,-114.0
0.3218877,-57.0,-113.0
-0.008798067,-57.0,-112.0
0.032877292,-57.0,-111.0
0.9050083,-57.0,-110.0
1.3181778,-57.0,-109.0
1.2290192,-57.0,-108.0
2.0223355,-57.0,-107.0
2.6566901,-57.0,-106.0
3.6072903,-57.0,-105.0
2.847542,-57.0,-104.0
2.895304,-57.0,-103.0
2.7577357,-57.0,-102.0
1.7353117,-57.0,-101.0
0.48924896,-57.0,-100.0
-0.35462564,-57.0,-99.0
0.2728853,-57.0,-98.0
1.9341137,-57.0,-97.0
4.0226903,-57.0,-96.0
4.572318,-57.0,-95.0
3.4025,-57.0,-94.0
1.319487,-57.0,-93.0
1.5127147,-57.0,-92.0
5.206629,-57.0,-91.0
7.262154,-57.0,-90.0
5.5974216,-57.0,-89.0
2.5535028,-57.0,-88.0
1.8606566,-57.0,-87.0
2.735407,-57.0,-86.0
4.7084618,-57.0,-85.0
4.351025,-57.0,-84.0
2.8464763,-57.0,-83.0
1.6017457,-57.0,-82.0
2.513656,-57.0,-81.0
4.248647,-57.0,-80.0
5.296251,-57.0,-79.0
4.0740485,-57.0,-78.0
3.62822,-57.0,-77.0
3.7497466,-57.0,-76.0
3.2553158,-57.0,-75.0
2.8011193,-57.0,-74.0
3.0765278,-57.0,-73.0
2.3635545,-57.0,-72.0
2.47494,-57.0,-71.0
2.6093454,-57.0,-70.0
2.9664319,-57.0,-69.0
3.1096144,-57.0,-68.0
2.914187,-57.0,-67.0
3.391522,-57.0,-66.0
2.9635942,-57.0,-65.0
2.6869264,-57.0,-64.0
2.6746132,-57.0,-63.0
2.0273209,-57.0,-62.0
0.9019169,-57.0,-61.0
-0.03730311,-57.0,-60.0
0.8029658,-57.0,-59.0
0.0058881673,-57.0,-58.0
-0.76312804,-57.0,-57.0
0.34460327,-57.0,-56.0
3.151791,-57.0,-55.0
4.6032567,-57.0,-54.0
5.484404,-57.0,-53.0
5.376157,-57.0,-52.0
2.5685446,-57.0,-51.0
0.91746265,-57.0,-50.0
0.038113583,-57.0,-49.0
0.8048993,-57.0,-48.0
1.4562149,-57.0,-47.0
0.45929742,-57.0,-46.0
0.35364145,-57.0,-45.0
0.94105,-57.0,-44.0
1.301604,-57.0,-43.0
1.3143233,-57.0,-42.0
1.272281,-57.0,-41.0
1.0127499,-57.0,-40.0
0.936369,-57.0,-39.0
1.2549397,-57.0,-38.0
2.3805645,-57.0,-37.0
3.06063,-57.0,-36.0
3.5188282,-57.0,-35.0
2.9759355,-57.0,-34.0
3.0157454,-57.0,-33.0
2.3692846,-57.0,-32.0
2.8924522,-57.0,-31.0
2.8796039,-57.0,-30.0
3.034416,-57.0,-29.0
2.940074,-57.0,-28.0
2.9038439,-57.0,-27.0
2.6527016,-57.0,-26.0
2.855939,-57.0,-25.0
2.6032705,-57.0,-24.0
2.6878939,-57.0,-23.0
2.3973567,-57.0,-22.0
3.0371776,-57.0,-21.0
3.34198,-57.0,-20.0
3.1915352,-57.0,-19.0
3.081818,-57.0,-18.0
3.1471624,-57.0,-17.0
2.4533954,-57.0,-16.0
3.2745159,-57.0,-15.0
3.3671658,-57.0,-14.0
3.3438516,-57.0,-13.0
3.3119771,-57.0,-12.0
3.0071042,-57.0,-11.0
2.8418412,-57.0,-10.0
2.9385986,-57.0,-9.0
3.0033884,-57.0,-8.0
2.8237576,-57.0,-7.0
3.3178418,-57.0,-6.0
3.139916,-57.0,-5.0
3.0774343,-57.0,-4.0
3.124834,-57.0,-3.0
2.7729638,-57.0,-2.0
2.93852,-57.0,-1.0
3.2169254,-57.0,0.0
3.258924,-57.0,1.0
2.6338081,-57.0,2.0
2.894506,-57.0,3.0
2.9993036,-57.0,4.0
2.965679,-57.0,5.0
2.9407678,-57.0,6.0
2.7846084,-57.0,7.0
2.7086031,-57.0,8.0
2.6481493,-57.0,9.0
2.6363106,-57.0,10.0
2.5547972,-57.0,11.0
2.37248,-57.0,12.0
2.3506672,-57.0,13.0
2.2994204,-57.0,14.0
2.2081094,-57.0,15.0
2.184763,-57.0,16.0
2.149199,-57.0,17.0
2.304596,-57.0,18.0
2.2085419,-57.0,19.0
2.3368957,-57.0,20.0
2.455949,-57.0,21.0
2.4379127,-57.0,22.0
2.2330365,-57.0,23.0
2.2802837,-57.0,24.0
2.6074166,-57.0,25.0
2.1217754,-57.0,26.0
1.1441637,-57.0,27.0
-0.24246919,-57.0,28.0
-0.6814811,-57.0,29.0
-0.04975794,-57.0,30.0
1.1276157,-57.0,31.0
1.9407126,-57.0,32.0
2.454251,-57.0,33.0
2.8948197,-57.0,34.0
1.9853667,-57.0,35.0
0.78490067,-57.0,36.0
0.6480801,-57.0,37.0
0.6707119,-57.0,38.0
0.8873037,-57.0,39.0
1.2346653,-57.0,40.0
1.4714758,-57.0,41.0
1.4214346,-57.0,42.0
1.3280472,-57.0,43.0
1.1344677,-57.0,44.0
1.5217036,-57.0,45.0
1.9900587,-57.0,46.0
1.7653855,-57.0,47.0
1.4336518,-57.0,48.0
0.85880953,-57.0,49.0
0.5814228,-57.0,50.0
0.77431536,-57.0,51.0
1.0782113,-57.0,52.0
1.3702623,-57.0,53.0
1.3616207,-57.0,54.0
1.2414652,-57.0,55.0
1.3158785,-57.0,56.0
1.5865865,-57.0,57.0
1.9812334,-57.0,58.0
1.2978395,-57.0,59.0
0.8586186,-57.0,60.0
1.5569701,-57.0,61.0
2.4920504,-57.0,62.0
2.2475986,-57.0,63.0
1.7748743,-57.0,64.0
1.506337,-57.0,65.0
1.1190537,-57.0,66.0
0.9826992,-57.0,67.0
0.99885863,-57.0,68.0
1.4545243,-57.0,69.0
1.6872693,-57.0,70.0
1.7072173,-57.0,71.0
1.5540746,-57.0,72.0
1.6669444,-57.0,73.0
1.1646591,-57.0,74.0
0.745226,-57.0,75.0
0.6379149,-57.0,76.0
1.8088282,-57.0,77.0
1.7900119,-57.0,78.0
1.7561848,-57.0,79.0
2.285027,-57.0,80.0
2.8258476,-57.0,81.0
3.3009188,-57.0,82.0
3.7386372,-57.0,83.0
3.8348691,-57.0,84.0
3.5918286,-57.0,85.0
4.2614894,-57.0,86.0
3.208732,-57.0,87.0
3.15065,-57.0,88.0
3.5770679,-57.0,89.0
3.6360388,-57.0,90.0
3.7960188,-57.0,91.0
3.7415278,-57.0,92.0
3.8216195,-57.0,93.0
3.6643052,-57.0,94.0
3.3884416,-57.0,95.0
3.1625755,-57.0,96.0
2.6827588,-57.0,97.0
2.3701785,-57.0,98.0
2.6516457,-57.0,99.0
2.9167423,-57.0,100.0
3.305973,-57.0,101.0
2.990027,-57.0,102.0
2.9899,-57.0,103.0
3.014872,-57.0,104.0
2.9478867,-57.0,105.0
2.1620827,-57.0,106.0
1.0485305,-57.0,107.0
2.0176387,-57.0,108.0
1.947209,-57.0,109.0
1.9363128,-57.0,110.0
2.0526323,-57.0,111.0
2.5294008,-57.0,112.0
3.3790255,-57.0,113.0
3.7850223,-57.0,114.0
3.649671,-57.0,115.0
3.2035785,-57.0,116.0
2.8265104,-57.0,117.0
2.630686,-57.0,118.0
3.8648875,-57.0,119.0
4.458622,-57.0,120.0
3.7874262,-57.0,121.0
3.3694048,-57.0,122.0
3.1257715,-57.0,123.0
3.2423053,-57.0,124.0
3.1207607,-57.0,125.0
3.36806,-57.0,126.0
3.433752,-57.0,127.0
2.9605796,-57.0,128.0
2.7932024,-57.0,129.0
3.094558,-57.0,130.0
3.670159,-57.0,131.0
4.920441,-57.0,132.0
5.2100034,-57.0,133.0
4.0921345,-57.0,134.0
3.2431602,-57.0,135.0
4.7279344,-57.0,136.0
5.2303653,-57.0,137.0
5.076155,-57.0,138.0
4.6331,-57.0,139.0
3.4548345,-57.0,140.0
3.1433363,-57.0,141.0
3.3361855,-57.0,142.0
3.6972167,-57.0,143.0
3.2525694,-57.0,144.0
2.7021787,-57.0,145.0
1.924517,-57.0,146.0
1.9677923,-57.0,147.0
2.4155164,-57.0,148.0
4.0322022,-57.0,149.0
3.977093,-57.0,150.0
3.0924127,-57.0,151.0
3.4321346,-57.0,152.0
2.3254805,-57.0,153.0
1.8985664,-57.0,154.0
2.8531232,-57.0,155.0
4.1593122,-57.0,156.0
3.898614,-57.0,157.0
3.11748,-57.0,158.0
3.4025187,-57.0,159.0
4.432167,-57.0,160.0
3.8920305,-57.0,161.0
3.8757055,-57.0,162.0
3.7720675,-57.0,163.0
5.3235207,-57.0,164.0
5.5394006,-57.0,165.0
5.5541873,-57.0,166.0
5.8739657,-57.0,167.0
6.279758,-57.0,168.0
5.8177633,-57.0,169.0
5.1690507,-57.0,170.0
3.4865785,-57.0,171.0
1.7180248,-57.0,172.0
1.3249629,-57.0,173.0
2.4540703,-57.0,174.0
4.4211006,-57.0,175.0
4.852493,-57.0,176.0
3.448591,-57.0,177.0
2.9678178,-57.0,178.0
2.9686785,-57.0,179.0
5.3200774,-56.0,-180.0
4.9553237,-56.0,-179.0
3.3017473,-56.0,-178.0
1.6882511,-56.0,-177.0
2.3342254,-56.0,-176.0
5.193598,-56.0,-175.0
5.9953938,-56.0,-174.0
4.472573,-56.0,-173.0
2.0213578,-56.0,-172.0
2.6686084,-56.0,-171.0
3.3988729,-56.0,-170.0
2.54544,-56.0,-169.0
1.544271,-56.0,-168.0
1.3884616,-56.0,-167.0
1.5817273,-56.0,-166.0
2.1115236,-56.0,-165.0
1.5731347,-56.0,-164.0
-1.0151001,-56.0,-163.0
-2.6629128,-56.0,-162.0
-3.0808,-56.0,-161.0
-1.4659387,-56.0,-160.0
0.3186666,-56.0,-159.0
0.39828333,-56.0,-158.0
-0.39385554,-56.0,-157.0
-3.0574934,-56.0,-156.0
-4.7925324,-56.0,-155.0
-4.264329,-56.0,-154.0
-2.206273,-56.0,-153.0
-0.8027204,-56.0,-152.0
-0.97988945,-56.0,-151.0
-1.2911091,-56.0,-150.0
-1.7419637,-56.0,-149.0
-2.290887,-56.0,-148.0
-1.4926968,-56.0,-147.0
0.7213816,-56.0,-146.0
1.3323762,-56.0,-145.0
0.871874,-56.0,-144.0
0.19703916,-56.0,-143.0
-0.035395883,-56.0,-142.0
-1.1262825,-56.0,-141.0
-2.5429597,-56.0,-140.0
-2.1985948,-56.0,-139.0
-2.7517588,-56.0,-138.0
-3.0988467,-56.0,-137.0
-2.701839,-56.0,-136.0
-3.2498825,-56.0,-135.0
-2.1591892,-56.0,-134.0
-0.5043362,-56.0,-133.0
0.2912595,-56.0,-132.0
-0.15075104,-56.0,-131.0
-2.2172709,-56.0,-130.0
-3.1514142,-56.0,-129.0
-4.173445,-56.0,-128.0
-3.2691216,-56.0,-127.0
-0.5791889,-56.0,-126.0
1.8675076,-56.0,-125.0
2.62032,-56.0,-124.0
3.0562363,-56.0,-123.0
4.117708,-56.0,-122.0
2.9113514,-56.0,-121.0
1.8472811,-56.0,-120.0
2.0770173,-56.0,-119.0
2.8966951,-56.0,-118.0
1.9379233,-56.0,-117.0
-0.27217224,-56.0,-116.0
-2.3632166,-56.0,-115.0
-1.6522038,-56.0,-114.0
1.1311734,-56.0,-113.0
3.1592982,-56.0,-112.0
3.7303371,-56.0,-111.0
3.6753204,-56.0,-110.0
3.4760175,-56.0,-109.0
2.508079,-56.0,-108.0
1.1100293,-56.0,-107.0
0.42144784,-56.0,-106.0
1.2139071,-56.0,-105.0
2.305881,-56.0,-104.0
3.9569876,-56.0,-103.0
4.6788106,-56.0,-102.0
4.157377,-56.0,-101.0
2.9411314,-56.0,-100.0
2.3204029,-56.0,-99.0
2.4519,-56.0,-98.0
2.9436047,-56.0,-97.0
3.6499672,-56.0,-96.0
3.3642206,-56.0,-95.0
2.045526,-56.0,-94.0
1.1977328,-56.0,-93.0
0.80386645,-56.0,-92.0
2.0732138,-56.0,-91.0
2.2808976,-56.0,-90.0
1.9543055,-56.0,-89.0
2.103502,-56.0,-88.0
1.5766021,-56.0,-87.0
1.5052334,-56.0,-86.0
3.2851489,-56.0,-85.0
4.302258,-56.0,-84.0
3.1380374,-56.0,-83.0
2.897166,-56.0,-82.0
3.6217978,-56.0,-81.0
4.2266545,-56.0,-80.0
4.0376678,-56.0,-79.0
3.5750625,-56.0,-78.0
3.346315,-56.0,-77.0
3.8585186,-56.0,-76.0
4.236315,-56.0,-75.0
4.6484127,-56.0,-74.0
5.435819,-56.0,-73.0
3.4942753,-56.0,-72.0
2.419789,-56.0,-71.0
2.5376718,-56.0,-70.0
2.8105474,-56.0,-69.0
3.0128314,-56.0,-68.0
2.9754338,-56.0,-67.0
3.1498277,-56.0,-66.0
3.8034518,-56.0,-65.0
3.319664,-56.0,-64.0
2.46952,-56.0,-63.0
0.56849325,-56.0,-62.0
0.15220098,-56.0,-61.0
1.2051678,-56.0,-60.0
2.250431,-56.0,-59.0
2.941099,-56.0,-58.0
2.9640994,-56.0,-57.0
2.571044,-56.0,-56.0
2.4795523,-56.0,-55.0
3.531985,-56.0,-54.0
5.2302647,-56.0,-53.0
6.1923914,-56.0,-52.0
5.7071366,-56.0,-51.0
2.917925,-56.0,-50.0
-0.17641218,-56.0,-49.0
-0.40052587,-56.0,-48.0
0.9618846,-56.0,-47.0
2.3314195,-56.0,-46.0
1.1119008,-56.0,-45.0
-1.3306717,-56.0,-44.0
-0.37464345,-56.0,-43.0
0.9222857,-56.0,-42.0
0.81628627,-56.0,-41.0
1.4572767,-56.0,-40.0
1.5693376,-56.0,-39.0
2.116968,-56.0,-38.0
3.4322836,-56.0,-37.0
3.1538808,-56.0,-36.0
2.3936417,-56.0,-35.0
2.4343226,-56.0,-34.0
2.812885,-56.0,-33.0
2.6047833,-56.0,-32.0
3.0717769,-56.0,-31.0
2.9214694,-56.0,-30.0
3.0288937,-56.0,-29.0
2.88874,-56.0,-28.0
2.8427744,-56.0,-27.0
2.637006,-56.0,-26.0
2.597615,-56.0,-25.0
2.9779031,-56.0,-24.0
3.04893,-56.0,-23.0
2.4460151,-56.0,-22.0
3.2862117,-56.0,-21.0
2.511569,-56.0,-20.0
1.639821,-56.0,-19.0
1.4819447,-56.0,-18.0
1.8326318,-56.0,-17.0
2.2391589,-56.0,-16.0
2.689487,-56.0,-15.0
2.3537378,-56.0,-14.0
2.5391412,-56.0,-13.0
3.051768,-56.0,-12.0
3.3052552,-56.0,-11.0
3.199984,-56.0,-10.0
3.2612853,-56.0,-9.0
3.9604788,-56.0,-8.0
3.3726964,-56.0,-7.0
3.3411841,-56.0,-6.0
3.4679992,-56.0,-5.0
3.1531436,-56.0,-4.0
3.1983128,-56.0,-3.0
3.3317358,-56.0,-2.0
3.3478374,-56.0,-1.0
3.155045,-56.0,0.0
2.6268833,-56.0,1.0
2.6706426,-56.0,2.0
3.1607382,-56.0,3.0
2.9446034,-56.0,4.0
3.0586915,-56.0,5.0
3.0302155,-56.0,6.0
2.9922948,-56.0,7.0
2.8009717,-56.0,8.0
2.5339868,-56.0,9.0
2.3921485,-56.0,10.0
2.4947243,-56.0,11.0
2.5907607,-56.0,12.0
2.5258756,-56.0,13.0
2.4405193,-56.0,14.0
2.167134,-56.0,15.0
2.235689,-56.0,16.0
2.5687602,-56.0,17.0
2.2920358,-56.0,18.0
2.1757956,-56.0,19.0
2.37169,-56.0,20.0
2.395159,-56.0,21.0
2.459827,-56.0,22.0
2.422277,-56.0,23.0
2.2550497,-56.0,24.0
2.517064,-56.0,25.0
2.8315449,-56.0,26.0
1.2110083,-56.0,27.0
0.8530513,-56.0,28.0
0.6710684,-56.0,29.0
0.60163707,-56.0,30.0
0.18737763,-56.0,31.0
0.72721106,-56.0,32.0
0.6148656,-56.0,33.0
1.1994835,-56.0,34.0
1.3200774,-56.0,35.0
1.6036636,-56.0,36.0
1.3007903,-56.0,37.0
0.7897172,-56.0,38.0
1.2276255,-56.0,39.0
2.0103307,-56.0,40.0
1.9696248,-56.0,41.0
1.843938,-56.0,42.0
1.6717889,-56.0,43.0
0.9563326,-56.0,44.0
0.97651196,-56.0,45.0
1.4523098,-56.0,46.0
1.8695376,-56.0,47.0
1.220805,-56.0,48.0
1.0505633,-56.0,49.0
1.7303752,-56.0,50.0
0.85332495,-56.0,51.0
0.7938416,-56.0,52.0
1.8465421,-56.0,53.0
1.8634588,-56.0,54.0
1.611227,-56.0,55.0
2.2399297,-56.0,56.0
1.3907664,-56.0,57.0
1.0936524,-56.0,58.0
1.3436047,-56.0,59.0
1.2932086,-56.0,60.0
1.202082,-56.0,61.0
1.9900469,-56.0,62.0
2.024865,-56.0,63.0
1.6054248,-56.0,64.0
1.4079356,-56.0,65.0
1.8701471,-56.0,66.0
2.0710983,-56.0,67.0
1.8885661,-56.0,68.0
1.9820093,-56.0,69.0
2.208527,-56.0,70.0
2.5531614,-56.0,71.0
2.2251985,-56.0,72.0
1.67422,-56.0,73.0
1.6720139,-56.0,74.0
1.286177,-56.0,75.0
1.8063539,-56.0,76.0
2.269253,-56.0,77.0
1.97805,-56.0,78.0
2.3368,-56.0,79.0
2.903886,-56.0,80.0
3.2491224,-56.0,81.0
3.6318345,-56.0,82.0
1.9358879,-56.0,83.0
2.122709,-56.0,84.0
3.9826598,-56.0,85.0
4.845032,-56.0,86.0
4.2107015,-56.0,87.0
3.1563323,-56.0,88.0
2.9344704,-56.0,89.0
3.8539193,-56.0,90.0
3.9045312,-56.0,91.0
3.9058497,-56.0,92.0
3.5612006,-56.0,93.0
3.5962102,-56.0,94.0
3.6605005,-56.0,95.0
4.246215,-56.0,96.0
4.4764338,-56.0,97.0
4.300948,-56.0,98.0
3.270208,-56.0,99.0
3.3845572,-56.0,100.0
4.3710823,-56.0,101.0
3.4069574,-56.0,102.0
2.9327219,-56.0,103.0
3.5053647,-56.0,104.0
2.7303545,-56.0,105.0
1.4850758,-56.0,106.0
2.0623257,-56.0,107.0
1.5085615,-56.0,108.0
1.9221871,-56.0,109.0
1.7842443,-56.0,110.0
1.4515287,-56.0,111.0
1.0243323,-56.0,112.0
1.2754287,-56.0,113.0
2.7920024,-56.0,114.0
3.1233006,-56.0,115.0
2.2297084,-56.0,116.0
1.8890971,-56.0,117.0
2.4217913,-56.0,118.0
2.6682353,-56.0,119.0
2.664375,-56.0,120.0
2.9281168,-56.0,121.0
3.7996545,-56.0,122.0
3.814947,-56.0,123.0
3.587321,-56.0,124.0
3.72684,-56.0,125.0
3.3968983,-56.0,126.0
3.2123525,-56.0,127.0
2.758764,-56.0,128.0
3.6300008,-56.0,129.0
3.8852334,-56.0,130.0
3.847408,-56.0,131.0
3.7760723,-56.0,132.0
4.038777,-56.0,133.0
2.8796499,-56.0,134.0
1.7577877,-56.0,135.0
2.6783986,-56.0,136.0
3.400631,-56.0,137.0
3.700187,-56.0,138.0
3.8770325,-56.0,139.0
4.3058925,-56.0,140.0
4.7429976,-56.0,141.0
5.115036,-56.0,142.0
5.2749815,-56.0,143.0
3.7079225,-56.0,144.0
2.9554646,-56.0,145.0
2.2842255,-56.0,146.0
2.2663462,-56.0,147.0
2.5554106,-56.0,148.0
0.34688595,-56.0,149.0
1.2016008,-56.0,150.0
2.7220416,-56.0,151.0
5.055307,-56.0,152.0
6.4469833,-56.0,153.0
6.1284757,-56.0,154.0
5.5720644,-56.0,155.0
5.111513,-56.0,156.0
5.087767,-56.0,157.0
4.368726,-56.0,158.0
4.429459,-56.0,159.0
4.2683043,-56.0,160.0
4.410763,-56.0,161.0
5.373963,-56.0,162.0
5.345527,-56.0,163.0
4.6245165,-56.0,164.0
3.4913273,-56.0,165.0
3.321833,-56.0,166.0
3.0620213,-56.0,167.0
3.4458227,-56.0,168.0
4.186658,-56.0,169.0
4.1601806,-56.0,170.0
3.334994,-56.0,171.0
2.4910185,-56.0,172.0
3.0277672,-56.0,173.0
2.8077202,-56.0,174.0
2.6375139,-56.0,175.0
1.9028668,-56.0,176.0
2.286658,-56.0,177.0
4.5332956,-56.0,178.0
5.800455,-56.0,179.0
-0.27485088,-55.0,-180.0
2.9599495,-55.0,-179.0
7.6017594,-55.0,-178.0
5.3943224,-55.0,-177.0
2.3958545,-55.0,-176.0
2.514637,-55.0,-175.0
3.5324767,-55.0,-174.0
3.9928784,-55.0,-173.0
4.391465,-55.0,-172.0
4.1618295,-55.0,-171.0
3.8119621,-55.0,-170.0
2.9330347,-55.0,-169.0
1.5825535,-55.0,-168.0
1.3801696,-55.0,-167.0
2.9591515,-55.0,-166.0
3.607777,-55.0,-165.0
2.0212383,-55.0,-164.0
-0.07213038,-55.0,-163.0
-1.4531196,-55.0,-162.0
-2.8372474,-55.0,-161.0
-3.7623603,-55.0,-160.0
-3.2109547,-55.0,-159.0
-1.6695236,-55.0,-158.0
-0.28385106,-55.0,-157.0
-0.62397546,-55.0,-156.0
-1.5228417,-55.0,-155.0
-1.7430574,-55.0,-154.0
-1.8659134,-55.0,-153.0
-2.0930269,-55.0,-152.0
-3.3449,-55.0,-151.0
-3.152414,-55.0,-150.0
-0.83459574,-55.0,-149.0
0.47166395,-55.0,-148.0
0.16126935,-55.0,-147.0
-0.42242435,-55.0,-146.0
-1.7573307,-55.0,-145.0
-2.7060535,-55.0,-144.0
-2.7740273,-55.0,-143.0
-1.6445477,-55.0,-142.0
-1.0668731,-55.0,-141.0
-0.8073752,-55.0,-140.0
-1.072973,-55.0,-139.0
-1.5816935,-55.0,-138.0
-0.6559296,-55.0,-137.0
-1.5133688,-55.0,-136.0
-1.5370407,-55.0,-135.0
-1.56826,-55.0,-134.0
-1.8729616,-55.0,-133.0
-2.0716794,-55.0,-132.0
-1.0297207,-55.0,-131.0
0.40789577,-55.0,-130.0
1.9729471,-55.0,-129.0
3.2883828,-55.0,-128.0
3.5457475,-55.0,-127.0
3.3562074,-55.0,-126.0
3.6042752,-55.0,-125.0
3.8775368,-55.0,-124.0
3.5132701,-55.0,-123.0
3.5554402,-55.0,-122.0
2.8296075,-55.0,-121.0
1.7262018,-55.0,-120.0
1.6325155,-55.0,-119.0
1.0268067,-55.0,-118.0
0.89931124,-55.0,-117.0
0.47242945,-55.0,-116.0
-0.15000938,-55.0,-115.0
0.17852381,-55.0,-114.0
0.5482225,-55.0,-113.0
0.21846774,-55.0,-112.0
1.0248924,-55.0,-111.0
1.0335668,-55.0,-110.0
0.93065983,-55.0,-109.0
0.9457392,-55.0,-108.0
1.9307132,-55.0,-107.0
3.5979578,-55.0,-106.0
4.091512,-55.0,-105.0
4.1082907,-55.0,-104.0
3.2512724,-55.0,-103.0
2.4586554,-55.0,-102.0
1.045391,-55.0,-101.0
0.61357147,-55.0,-100.0
1.7865762,-55.0,-99.0
2.0728245,-55.0,-98.0
2.8806164,-55.0,-97.0
3.5300674,-55.0,-96.0
3.4676583,-55.0,-95.0
2.6313255,-55.0,-94.0
2.3906033,-55.0,-93.0
3.379621,-55.0,-92.0
4.1557093,-55.0,-91.0
4.6871433,-55.0,-90.0
4.3370705,-55.0,-89.0
3.6507845,-55.0,-88.0
3.18029,-55.0,-87.0
2.9429297,-55.0,-86.0
3.4089563,-55.0,-85.0
3.8436363,-55.0,-84.0
3.5176268,-55.0,-83.0
2.6502337,-55.0,-82.0
3.304104,-55.0,-81.0
2.7592468,-55.0,-80.0
2.2354004,-55.0,-79.0
2.1895585,-55.0,-78.0
2.6737196,-55.0,-77.0
3.066101,-55.0,-76.0
3.285132,-55.0,-75.0
3.3418388,-55.0,-74.0
2.9511573,-55.0,-73.0
3.357501,-55.0,-72.0
3.352952,-55.0,-71.0
3.2127607,-55.0,-70.0
3.4363074,-55.0,-69.0
3.6098838,-55.0,-68.0
3.265058,-55.0,-67.0
3.044197,-55.0,-66.0
2.9942992,-55.0,-65.0
3.029545,-55.0,-64.0
2.8111322,-55.0,-63.0
2.51623,-55.0,-62.0
2.8536005,-55.0,-61.0
2.9252124,-55.0,-60.0
3.1074452,-55.0,-59.0
3.181834,-55.0,-58.0
3.1923835,-55.0,-57.0
3.2760208,-55.0,-56.0
2.378671,-55.0,-55.0
2.1829875,-55.0,-54.0
2.0278394,-55.0,-53.0
3.0462189,-55.0,-52.0
4.525804,-55.0,-51.0
3.5035367,-55.0,-50.0
1.4508184,-55.0,-49.0
1.1192608,-55.0,-48.0
-0.65147233,-55.0,-47.0
